provider,region,workload,phase,use_case,request_id,duration_ms,fn_ms,init_ms,exec_ms,cold,failure,cost_gb_seconds,compute_time,download_time,upload_time,source_file
aws,us,220,warm,3008,b9d857c3-db47-4b80-8711-272f561cd05a,1946.713,1528.913974761963,0.0,0.0,False,False,0.0,1243423.0,169047.0,116336.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,bbb1d8e2-cb12-4cac-bfc6-3c9b194666ac,1905.105,1490.8039569854736,0.0,0.0,False,False,0.0,1236881.0,138049.0,115765.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,bd86b3b5-08a7-4b15-b100-2e21a259aef5,1994.754,1570.3980922698975,0.0,0.0,False,False,0.0,1269209.0,141943.0,159131.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,bddc5fd1-405f-4fdd-a98c-ef74eac77781,1932.992,1514.1611099243164,0.0,0.0,False,False,0.0,1236517.0,159758.0,117776.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,bf05d971-41b7-48f4-a5c1-055eea887d74,1933.647,1542.5691604614258,0.0,0.0,False,False,0.0,1352468.0,144457.0,45532.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c08aee48-b6dc-4c90-8701-06d589583c3b,1979.17,1562.1728897094727,0.0,0.0,False,False,0.0,1272321.0,150591.0,139146.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c13a10a7-65b3-46f9-96f0-f640ce2edbd0,2015.14,1599.1740226745605,0.0,0.0,False,False,0.0,1345722.0,177617.0,75718.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c46f0e34-2715-49a8-80f4-8fd8f65c1119,1957.842,1514.4219398498535,0.0,0.0,False,False,0.0,1257999.0,140001.0,116316.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c5517291-3bce-49aa-b957-b30d14b6e0e8,1788.874,1383.8269710540771,0.0,0.0,False,False,0.0,1159325.0,135289.0,89108.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c5dc0cc5-935e-40a3-979b-1ade33a53fa3,1942.754,1515.3889656066895,0.0,0.0,False,False,0.0,1266578.0,142631.0,106068.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c5f5bd25-7271-4a6c-8116-2e0009f35f99,1938.64,1533.656120300293,0.0,0.0,False,False,0.0,1284501.0,163683.0,85358.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c8979ff1-1d9d-4c79-9e30-3191ce227882,2134.801,1723.818063735962,0.0,0.0,False,False,0.0,1412130.0,174860.0,134699.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c8c4da69-ff1b-4ca6-88be-210de62b71a5,2023.854,1625.1499652862549,0.0,0.0,False,False,0.0,1339262.0,164070.0,121677.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c96341a4-1339-487f-a882-0170f57d59d6,1802.462,1402.2281169891357,0.0,0.0,False,False,0.0,1171386.0,133545.0,97197.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,c9aff1e3-c7e2-4802-82fa-bcc08f5c1326,1984.422,1561.6810321807861,0.0,0.0,False,False,0.0,1283633.0,164983.0,112942.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,ca0d39d7-f908-4fc8-9c2b-a461f560f52c,1928.589,1523.164987564087,0.0,0.0,False,False,0.0,1297044.0,153119.0,72894.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cb89a5e1-6c5d-4e88-ac92-1b46a0ea090a,1965.779,1542.8168773651123,0.0,0.0,False,False,0.0,1289702.0,141349.0,111656.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cbcd2ce2-d886-4b80-b588-a4fc76b28f43,2084.042,1683.26997756958,0.0,0.0,False,False,0.0,1333229.0,201270.0,148660.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,ce21c239-66df-4cb7-8aef-875ab1238b0c,2011.344,1601.5300750732422,0.0,0.0,False,False,0.0,1340451.0,215042.0,45920.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cef48439-5c77-4cd6-87a3-903ad35ae78c,1954.769,1539.797067642212,0.0,0.0,False,False,0.0,1243543.0,157719.0,138403.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cf8b6f63-750a-4f78-8ecf-1fd6ec348f3a,1878.719,1480.597972869873,0.0,0.0,False,False,0.0,1283094.0,150305.0,47087.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cf9efa22-93d9-4716-b7cf-1d5e6a5357ba,1862.987,1450.2718448638916,0.0,0.0,False,False,0.0,1227649.0,143138.0,79380.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,cfccebb6-4a7e-4db6-ab6b-19a52d4a02c4,2218.03,1790.8878326416016,0.0,0.0,False,False,0.0,1252326.0,407958.0,130494.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d01715e8-c61c-48e5-8159-853b789a61e8,1936.661,1524.2319107055664,0.0,0.0,False,False,0.0,1257684.0,137378.0,129061.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d1610683-f2b0-48bc-a2ec-4b074df0bbc1,1909.033,1482.13791847229,0.0,0.0,False,False,0.0,1259724.0,145498.0,76797.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d1dc33c8-6044-454d-86fe-c7f5ff7a9c9c,2200.317,1801.8770217895508,0.0,0.0,False,False,0.0,1480541.0,211272.0,109946.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d2b472db-c811-406f-9279-60382c22762c,2023.012,1609.4989776611328,0.0,0.0,False,False,0.0,1269918.0,192074.0,147400.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d31aa555-44de-48a1-a2dc-8f0a024b21fa,1976.786,1577.172040939331,0.0,0.0,False,False,0.0,1237585.0,141370.0,198116.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d37f9d5b-a713-422f-aa7a-473d7d4d5e5e,2124.599,1712.0070457458496,0.0,0.0,False,False,0.0,1402804.0,192878.0,116206.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d59ceb2d-e22f-4ab7-879e-44af78240706,1780.885,1381.0279369354248,0.0,0.0,False,False,0.0,1199073.0,138981.0,42871.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d6893ab5-4cd1-4059-94a7-a7d3e5e9bcc0,1869.974,1447.2169876098633,0.0,0.0,False,False,0.0,1163029.0,171698.0,112384.0,aws_us_220_warm_results_3008.json
aws,us,220,warm,3008,d8c3f8a7-38bd-4d59-a842-0237421e9929,2332.293,1935.2848529815674,0.0,0.0,False,False,0.0,1536179.0,265113.0,133875.0,aws_us_220_warm_results_3008.json
